mrl,mrl_formatted,jmpr,ccpr,prior_ccpr,cac_year,lod,source_of_res,fat_ph,tev,footnote,footnote_ccpr,pesticide,commodity_code,commodity_name
5.0,5 mg/Kg,3,37,36,2005,,,,,,,Famoxadone,AS 0640,"Barley, hay and/or straw"
7.0,7 mg/Kg,2015,48,,2016,,,(dw),,,,Ethephon,AS 0640,"Barley, hay and/or straw"
8.0,8 mg/Kg,2014,47,,2015,,,,,,,Propiconazole,AS 0640,"Barley, hay and/or straw"
3.0,3 mg/Kg,,,,1995,,,,,,,Disulfoton,AS 0640,"Barley, hay and/or straw"
15.0,15 mg/Kg,2016,49,,2017,,,(dw),,,,Benzovindiflupyr,AS 0640,"Barley, hay and/or straw"
40.0,40 mg/Kg,2018,51,,2019,,,(dw),,,,Diquat,AS 0640,"Barley, hay and/or straw"
10.0,10 mg/Kg,2016,49,,2017,,,,,,,Saflufenacil,AS 0640,"Barley, hay and/or straw"
0.9,0.9 mg/Kg,2013,46,,2014,,,,dry wt,,,Trinexapac-ethyl,AS 0640,"Barley, hay and/or straw"
0.05,0.05 mg/Kg,5,38,,2006,,,,,,,Methiocarb,AS 0640,"Barley, hay and/or straw"
2.0,2 mg/Kg,98,38,"32,34,36,37",2006,,C,,,,,Carbendazim,AS 0640,"Barley, hay and/or straw"
2.0,2 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,AS 0640,"Barley, hay and/or straw"
40.0,40 mg/Kg,11,44,,2012,,,,,,,Tebuconazole,AS 0640,"Barley, hay and/or straw"
0.5,0.5 mg/Kg,2017,50,,2018,,,,,,,Fenpropimorph,AS 0640,"Barley, hay and/or straw"
0.01,0.01 mg/Kg,2018,51,,2019,,,,,,,Imazalil,AS 0640,"Barley, hay and/or straw"
0.05,0.05 mg/Kg,94,28,,1997,,,,,,,Aldicarb,AS 0640,"Barley, hay and/or straw"
50.0,50 mg/Kg,2017,50,,2018,,,(dw),,,,Chlormequat,AS 0640,"Barley, hay and/or straw"
0.05,0.05 mg/Kg,2017,50,,2018,,,(dw),,,,Imazapyr,AS 0640,"Barley, hay and/or straw"
2.0,2 mg/Kg,10,43,,2011,,,,,,Recommended for withdrawal by JMPR (2021),Thiamethoxam,AS 0640,"Barley, hay and/or straw"
50.0,50 mg/Kg,9,42,,2010,,,,dry wt,,,Boscalid,AS 0640,"Barley, hay and/or straw"
15.0,15 mg/Kg,2017,50,,2018,,,(dw),,,,Isopyrazam,AS 0640,"Barley, hay and/or straw"
0.1,0.1 mg/Kg,4,38,"32,34-37",2006,,,,,,,Oxydemeton-Methyl,AS 0640,"Barley, hay and/or straw"
3.0,3 mg/Kg,97,32,31,2001,,,,,,,Fenbuconazole,AS 0640,"Barley, hay and/or straw"
0.05,0.05 mg/Kg,2017,50,,2018,,,(dw),,,,Imazamox,AS 0640,"Barley, hay and/or straw"
400.0,400 mg/Kg,5,38,,2006,,,,,,,Glyphosate,AS 0640,"Barley, hay and/or straw"
0.3,0.3 mg/Kg,2013,46,,2014,,,,,,,Bentazone,AS 0640,"Barley, hay and/or straw"
30.0,30 mg/Kg,2012,45,,2013,,,,,,,Fluxapyroxad,AS 0640,"Barley, hay and/or straw"
20.0,20 mg/Kg,2016,49,,2017,,,(dw),,,,Bixafen,AS 0640,"Barley, hay and/or straw"
3.0,3 mg/Kg,2016,49,,2017,,,(dw),,,,Pinoxaden,AS 0640,"Barley, hay and/or straw"
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,Acetochlor,AS 0641,Buckwheat fodder
25.0,25 mg/Kg,5,38,,2006,,,,,,,Indoxacarb,AS 0645,Maize fodder (dry)
40.0,40 mg/Kg,8,41,,,,,,dry wt,,,Azoxystrobin,AS 0645,Maize fodder (dry)
0.1,0.1 mg/Kg,2016,49,,2017,(*),,(dw),,,,Imazethapyr,AS 0645,Maize fodder (dry)
20.0,20 mg/Kg,2015,48,,2016,,,,,,,Flutriafol,AS 0645,Maize fodder (dry)
10.0,10 mg/Kg,4,38,37,2006,,,,,,,Trifloxystrobin,AS 0645,Maize fodder (dry)
0.3,0.3 mg/Kg,12,45,,2013,,,,,,,MCPA,AS 0645,Maize fodder (dry)
6.0,6 mg/Kg,2016,49,,2017,,,,,,,Spiromesifen,AS 0645,Maize fodder (dry)
40.0,40 mg/Kg,1998,32,,2001,,,,,,,"2,4-D",AS 0645,Maize fodder (dry)
7.0,7 mg/Kg,2019,52,,2021,,,(dw),,,,Metconazole,AS 0645,Maize fodder (dry)
0.05,0.05 mg/Kg,11,44,,2012,,,,,,,Saflufenacil,AS 0645,Maize fodder (dry)
0.4,0.4 mg/Kg,2013,46,,2014,,,,,,,Bentazone,AS 0645,Maize fodder (dry)
2.0,2 mg/Kg,10,43,,2011,,,,,,,Cyproconazole,AS 0645,Maize fodder (dry)
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,Dimethenamid-P,AS 0645,Maize fodder (dry)
2.0,2 mg/Kg,1995,31,28-30,1999,,c,,,,,Dithiocarbamates,AS 0645,Maize fodder (dry)
5.0,5 mg/Kg,1,35,34,2003,,,,,,,Spinosad,AS 0645,Maize fodder (dry)
0.02,0.02 mg/Kg,2013,46,,2014,(*),,,,,,Isoxaflutole,AS 0645,Maize fodder (dry)
0.6,0.6 mg/Kg,2018,51,,2019,,,,,,,Sulfoxaflor,AS 0645,Maize fodder (dry)
250.0,250 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,AS 0645,Maize fodder (dry)
18.0,18 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,AS 0645,Maize fodder (dry)
0.01,0.01 mg/Kg,10,43,,2011,(*),T,,dry wt,,,Clothianidin,AS 0645,Maize fodder (dry)
0.05,0.05 mg/Kg,10,43,,2011,,,,,,,Thiamethoxam,AS 0645,Maize fodder (dry)
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,Oxathiapiprolin,AS 0645,Maize fodder (dry)
2.0,2 mg/Kg,12,45,,2013,,,,,,,Cycloxydim,AS 0645,Maize fodder (dry)
15.0,15 mg/Kg,2010,43,,2011,,,,,,,Bifenthrin,AS 0645,Maize fodder (dry)
0.6,0.6 mg/Kg,2019,52,,2021,,,(dw),,,,Fluensulfone,AS 0645,Maize fodder (dry)
3.0,3 mg/Kg,,,,1995,,,,,,,Disulfoton,AS 0645,Maize fodder (dry)
20.0,20 mg/Kg,2017,50,,2018,,,(dw),,,,Picoxystrobin,AS 0645,Maize fodder (dry)
10.0,10 mg/Kg,0,35,34,2003,,,,,,,Chlorpyrifos,AS 0645,Maize fodder (dry)
60.0,60 mg/Kg,3,37,36,2005,,,,dry wt,,,Methoxyfenozide,AS 0645,Maize fodder (dry)
0.2,0.2 mg/Kg,5,38,,2006,,,,,,,Terbufos,AS 0645,Maize fodder (dry)
0.6,0.6 mg/Kg,2019,52,,2021,(*),,,,,,Dicamba,AS 0645,Maize fodder (dry)
0.03,0.03 mg/Kg,2018,51,,2019,,,(DM),,,,Tioxazafen,AS 0645,Maize fodder (dry)
0.02,0.02 mg/Kg,2015,48,,2016,(*),,,,,,Flumioxazin,AS 0645,Maize fodder (dry)
0.01,0.01 mg/Kg,98,34,32,2003,,,,,,,Quintozene,AS 0645,Maize fodder (dry)
0.5,0.5 mg/Kg,2017,50,,2018,,,,,,,Bicyclopyrone,AS 0645,Maize fodder (dry)
0.1,0.1 mg/Kg,1,35,34,2003,,,,dry wt,,Recommended withdrawal by JMPR (2021),Fipronil,AS 0645,Maize fodder (dry)
10.0,10 mg/Kg,4,38,37,2006,,,,dry wt,,,Paraquat,AS 0645,Maize fodder (dry)
15.0,15 mg/Kg,2012,45,,2013,,,,,,,Fluxapyroxad,AS 0645,Maize fodder (dry)
15.0,15 mg/Kg,2014,47,,2015,,,,,,,Prothioconazole,AS 0645,Maize fodder (dry)
0.5,0.5 mg/Kg,94,28,,1997,,,,,,,Aldicarb,AS 0645,Maize fodder (dry)
150.0,150 mg/Kg,5,38,,2006,,,,,,,Glyphosate,AS 0645,Maize fodder (dry)
18.0,18 mg/Kg,2019,52,,2021,,,(dw),,,,Pydiflumetofen,AS 0645,Maize fodder (dry)
100.0,100 mg/Kg,,,,,,,,dry wt,,,Permethrin,AS 0645,Maize fodder (dry)
10.0,10 mg/Kg,2012,45,,2017,,,(DM),,,,Penthiopyrad,AS 0645,Maize fodder (dry)
5.0,5 mg/Kg,2017,50,,2018,,,,,,,Fenpyroximate,AS 0645,Maize fodder (dry)
8.0,8 mg/Kg,12,45,,2013,,,,,,,Glufosinate-Ammonium,AS 0645,Maize fodder (dry)
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,Imidacloprid,AS 0645,Maize fodder (dry)
0.3,0.3 mg/Kg,2013,46,,2014,,,,,,,Bentazone,AS 0646,"Millet fodder, dry"
0.3,0.3 mg/Kg,2019,52,,2021,,,(dw),,,,Pydiflumetofen,AS 0646,"Millet fodder, dry"
10.0,10 mg/Kg,2012,46,45,2014,,,(DM),,,,Penthiopyrad,AS 0646,"Millet fodder, dry"
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,Acetochlor,AS 0646,"Millet fodder, dry"
6.0,6 mg/Kg,2014,47,,2015,,,,(dw),,,Metrafenone,AS 0647,"Oat straw and fodder, dry"
0.9,0.9 mg/Kg,2013,46,,2014,,,,dry wt,,,Trinexapac-ethyl,AS 0647,"Oat straw and fodder, dry"
80.0,80 mg/Kg,2012,46,45,2014,,,(DM),,,,Penthiopyrad,AS 0647,"Oat straw and fodder, dry"
50.0,50 mg/Kg,2019,52,,2021,,,(dw),,,,Pydiflumetofen,AS 0647,"Oat straw and fodder, dry"
0.3,0.3 mg/Kg,2013,46,,2014,,,,,,,Bentazone,AS 0647,"Oat straw and fodder, dry"
25.0,25 mg/Kg,2019,52,,2021,,,(dw),,,,Metconazole,AS 0647,"Oat straw and fodder, dry"
30.0,30 mg/Kg,2012,45,,2013,,,,,,,Fluxapyroxad,AS 0647,"Oat straw and fodder, dry"
0.05,0.05 mg/Kg,99,33,,2001,(*),,,,,,Bitertanol,AS 0647,"Oat straw and fodder, dry"
2.0,2 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,AS 0647,"Oat straw and fodder, dry"
100.0,100 mg/Kg,5,38,,2006,,,,,,,Glyphosate,AS 0647,"Oat straw and fodder, dry"
1.0,1 mg/Kg,2,36,35,2004,,,,,,,Imidacloprid,AS 0647,"Oat straw and fodder, dry"
,,,,,,,,,,,,Abamectin,AS 0647,"Oat straw and fodder, dry"
8.0,8 mg/Kg,2014,47,,2015,,,,,,,Propiconazole,AS 0647,"Oat straw and fodder, dry"
50.0,50 mg/Kg,9,42,,2010,,,,dry wt,,,Boscalid,AS 0647,"Oat straw and fodder, dry"
0.05,0.05 mg/Kg,94,35,28-34,2003,,,,,,,Disulfoton,AS 0647,"Oat straw and fodder, dry"
50.0,50 mg/Kg,12,45,,2013,,,,,,,MCPA,AS 0647,"Oat straw and fodder, dry"
0.5,0.5 mg/Kg,2017,50,,2018,,,,,,,Fenpropimorph,AS 0647,"Oat straw and fodder, dry"
15.0,15 mg/Kg,2016,49,,2017,,,(dw),,,,Benzovindiflupyr,AS 0647,"Oat straw and fodder, dry"
7.0,7 mg/Kg,2017,50,,2018,,,(dw),,,,Picoxystrobin,AS 0647,"Oat straw and fodder, dry"
7.0,7 mg/Kg,2017,50,,2018,,,(dw),,,,Chlormequat,AS 0647,"Oat straw and fodder, dry"
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,Acetochlor,AS 0647,"Oat straw and fodder, dry"
20.0,20 mg/Kg,2016,49,,2017,,,(dw),,,,Bixafen,AS 0647,"Oat straw and fodder, dry"
2.0,2 mg/Kg,12,45,,2013,,,,,,,Glufosinate-Ammonium,AS 0649,"Rice, hay and/or straw"
10.0,10 mg/Kg,4,38,37,2006,,,,,,,Trifloxystrobin,AS 0649,"Rice, hay and/or straw"
0.4,0.4 mg/Kg,2017,50,,2018,,,(dw),,,,Triflumezopyrim,AS 0649,"Rice, hay and/or straw"
6.0,6 mg/Kg,12,45,,2013,,,,,,,Dinotefuran,AS 0649,"Rice, hay and/or straw"
17.0,17 mg/Kg,2017,50,,2018,,,(dw),,,,Difenoconazole,AS 0649,"Rice, hay and/or straw"
0.15,0.15 mg/Kg,2016,49,,2017,(*),,(dw),,,,Imazethapyr,AS 0649,"Rice, hay and/or straw"
0.001,0.001 mg/Kg,2015,48,,2016,,,,,,,Abamectin,AS 0649,"Rice, hay and/or straw"
5.0,5 mg/Kg,2018,51,,2019,,,(dw),,,,Pyraclostrobin,AS 0649,"Rice, hay and/or straw"
1.7,1.7 mg/Kg,2018,51,,2019,,,(dw),,,,Cyantraniliprole,AS 0649,"Rice, hay and/or straw"
1.0,1 mg/Kg,2,36,35,2004,,,,,,,Carbofuran,AS 0649,"Rice, hay and/or straw"
0.2,0.2 mg/Kg,1,35,34,2003,,,,dry wt,,Withdrawal recommended by JMPR (2021),Fipronil,AS 0649,"Rice, hay and/or straw"
0.05,0.05 mg/Kg,9,42,,2010,,,,,,,Paraquat,AS 0649,"Rice, hay and/or straw"
0.06,0.06 mg/Kg,2019,52,,2021,,,(dw),,,,Fluensulfone,AS 0649,"Rice, hay and/or straw"
120.0,120 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,AS 0649,"Rice, hay and/or straw"
0.09,0.09 mg/Kg,12,45,,2013,,,,,,,Cycloxydim,AS 0649,"Rice, hay and/or straw"
50.0,50 mg/Kg,2015,48,,2016,,,(dw),,,,Fluxapyroxad,AS 0649,"Rice, hay and/or straw"
10.0,10 mg/Kg,1998,32,,2001,,,,,,,"2,4-D",AS 0649,"Rice, hay and/or straw"
15.0,15 mg/Kg,98,38,"32,34,36,37",2006,,C,,,,,Carbendazim,AS 0649,"Rice, hay and/or straw"
1.5,1.5 mg/Kg,2017,50,,2018,,,,,,,Spinetoram,AS 0649,"Rice, hay and/or straw"
0.3,0.3 mg/Kg,11,44,,2012,,,,,,,Acephate,AS 0649,"Rice, hay and/or straw"
8.0,8 mg/Kg,2017,50,,2018,,,(dw),,,,Quinclorac,AS 0649,"Rice, hay and/or straw"
0.1,0.1 mg/Kg,11,44,,2012,,,,,(arising from the use of acephate on rice),,Methamidophos,AS 0649,"Rice, hay and/or straw"
0.3,0.3 mg/Kg,2019,52,,2021,,,(dw),,,,Pydiflumetofen,AS 0649,"Rice, hay and/or straw"
20.0,20 mg/Kg,2018,51,,2019,,,,,,,Sulfoxaflor,AS 0649,"Rice, hay and/or straw"
0.05,0.05 mg/Kg,3,37,36,2005,(*),,,,,,Carbosulfan,AS 0649,"Rice, hay and/or straw"
0.7,0.7 mg/Kg,2,36,35,2004,,,,,,,Diflubenzuron,AS 0649,"Rice, hay and/or straw"
17.0,17 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,AS 0649,"Rice, hay and/or straw"
10.0,10 mg/Kg,2,36,35,2004,,,,,,,Flutolanil,AS 0649,"Rice, hay and/or straw"
0.05,0.05 mg/Kg,11,44,,2012,,,,,,,Etofenprox,AS 0649,"Rice, hay and/or straw"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Imazamox,AS 0649,"Rice, hay and/or straw"
0.5,0.5 mg/Kg,2017,50,,2018,,,,,,,Fenpropimorph,AS 0650,"Rye straw and fodder, dry"
7.0,7 mg/Kg,2017,50,,2018,,,(dw),,,,Picoxystrobin,AS 0650,"Rye straw and fodder, dry"
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,Acetochlor,AS 0650,"Rye straw and fodder, dry"
30.0,30 mg/Kg,2012,45,,2013,,,,,,,Fluxapyroxad,AS 0650,"Rye straw and fodder, dry"
40.0,40 mg/Kg,2018,51,,2019,,,(dw),,,,Diquat,AS 0650,"Rye straw and fodder, dry"
7.0,7 mg/Kg,2015,48,,2016,,,(dw),,,,Ethephon,AS 0650,"Rye straw and fodder, dry"
80.0,80 mg/Kg,2012,46,45,2014,,,(DM),,,,Penthiopyrad,AS 0650,"Rye straw and fodder, dry"
10.0,10 mg/Kg,2014,47,,2015,,,,(dw),,,Metrafenone,AS 0650,"Rye straw and fodder, dry"
50.0,50 mg/Kg,12,45,,2013,,,,,,,MCPA,AS 0650,"Rye straw and fodder, dry"
15.0,15 mg/Kg,2016,49,,2017,,,(dw),,,,Benzovindiflupyr,AS 0650,"Rye straw and fodder, dry"
25.0,25 mg/Kg,2019,52,,2021,,,(dw),,,,Metconazole,AS 0650,"Rye straw and fodder, dry"
0.1,0.1 mg/Kg,4,38,"32,34-37",2006,,,,,,,Oxydemeton-Methyl,AS 0650,"Rye straw and fodder, dry"
15.0,15 mg/Kg,2014,47,,2015,,,,,,,Propiconazole,AS 0650,"Rye straw and fodder, dry"
40.0,40 mg/Kg,11,44,,2012,,,,,,,Tebuconazole,AS 0650,"Rye straw and fodder, dry"
50.0,50 mg/Kg,9,42,,2010,,,,dry wt,,,Boscalid,AS 0650,"Rye straw and fodder, dry"
0.3,0.3 mg/Kg,2013,46,,2014,,,,,,,Bentazone,AS 0650,"Rye straw and fodder, dry"
0.05,0.05 mg/Kg,99,33,,2001,(*),,,,,,Bitertanol,AS 0650,"Rye straw and fodder, dry"
50.0,50 mg/Kg,2019,52,,2021,,,(dw),,,,Pydiflumetofen,AS 0650,"Rye straw and fodder, dry"
20.0,20 mg/Kg,2016,49,,2017,,,(dw),,,,Bixafen,AS 0650,"Rye straw and fodder, dry"
15.0,15 mg/Kg,2017,50,,2018,,,(dw),,,,Isopyrazam,AS 0650,"Rye straw and fodder, dry"
1.0,1 mg/Kg,2,36,35,2004,,,,,,,Imidacloprid,AS 0650,"Rye straw and fodder, dry"
20.0,20 mg/Kg,2017,50,,2018,,,(dw),,,,Chlormequat,AS 0650,"Rye straw and fodder, dry"
23.0,23 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,AS 0650,"Rye straw and fodder, dry"
0.5,0.5 mg/Kg,97,32,31,2001,,,,,,,Carbofuran,AS 0651,"Sorghum straw and fodder, dry"
0.01,0.01 mg/Kg,10,44,43,2012,(*),C,,dry wt,,,Clothianidin,AS 0651,"Sorghum straw and fodder, dry"
10.0,10 mg/Kg,2012,46,45,2014,,,(DM),,,,Penthiopyrad,AS 0651,"Sorghum straw and fodder, dry"
0.7,0.7 mg/Kg,2018,51,,2019,,,,,,,Sulfoxaflor,AS 0651,"Sorghum straw and fodder, dry"
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,Dimethenamid-P,AS 0651,"Sorghum straw and fodder, dry"
0.3,0.3 mg/Kg,4,38,37,2006,,,,dry wt,,,Paraquat,AS 0651,"Sorghum straw and fodder, dry"
30.0,30 mg/Kg,2013,46,,2014,,,,dry wt,,,Azoxystrobin,AS 0651,"Sorghum straw and fodder, dry"
0.3,0.3 mg/Kg,2019,52,,2021,,,(dw),,,Recommended for withdrawal by JMPR (2021),Pydiflumetofen,AS 0651,"Sorghum straw and fodder, dry"
50.0,50 mg/Kg,5,38,,2006,,,,,,,Glyphosate,AS 0651,"Sorghum straw and fodder, dry"
7.0,7 mg/Kg,2015,48,,2016,,,(dw),,,,Fluxapyroxad,AS 0651,"Sorghum straw and fodder, dry"
8.0,8 mg/Kg,10,43,,2011,,,,,,,Dicamba,AS 0651,"Sorghum straw and fodder, dry"
2.0,2 mg/Kg,0,35,34,2003,,,,,,,Chlorpyrifos,AS 0651,"Sorghum straw and fodder, dry"
0.05,0.05 mg/Kg,11,44,,2012,,,,,,,Saflufenacil,AS 0651,"Sorghum straw and fodder, dry"
20.0,20 mg/Kg,,,,,,,,,,,Permethrin,AS 0651,"Sorghum straw and fodder, dry"
0.5,0.5 mg/Kg,94,,,,,,,,,,Aldicarb,AS 0651,"Sorghum straw and fodder, dry"
7.0,7 mg/Kg,2015,48,,2016,,,,,,,Flutriafol,AS 0651,"Sorghum straw and fodder, dry"
0.3,0.3 mg/Kg,5,38,,2006,,,,dry wt,,,Terbufos,AS 0651,"Sorghum straw and fodder, dry"
1.0,1 mg/Kg,2019,52,,2021,,,(dw),,,,Picoxystrobin,AS 0651,"Sorghum straw and fodder, dry"
80.0,80 mg/Kg,2012,46,45,2014,,,(DM),,,,Penthiopyrad,AS 0653,"Triticale, hay and/or straw"
0.3,0.3 mg/Kg,2013,46,,2014,,,,,,,Bentazone,AS 0653,"Triticale, hay and/or straw"
10.0,10 mg/Kg,2016,49,,2017,,,,,,,Saflufenacil,AS 0653,"Triticale, hay and/or straw"
30.0,30 mg/Kg,2012,45,,2013,,,,,,,Fluxapyroxad,AS 0653,"Triticale, hay and/or straw"
0.9,0.9 mg/Kg,2013,46,,2014,,,,dry wt,,,Trinexapac-ethyl,AS 0653,"Triticale, hay and/or straw"
15.0,15 mg/Kg,2017,50,,2018,,,(dw),,,,Isopyrazam,AS 0653,"Triticale, hay and/or straw"
10.0,10 mg/Kg,2014,47,,2015,,,,(dw),,,Metrafenone,AS 0653,"Triticale, hay and/or straw"
15.0,15 mg/Kg,2016,49,,2017,,,(dw),,,,Benzovindiflupyr,AS 0653,"Triticale, hay and/or straw"
7.0,7 mg/Kg,2015,48,,2016,,,(dw),,,,Ethephon,AS 0653,"Triticale, hay and/or straw"
23.0,23 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,AS 0653,"Triticale, hay and/or straw"
7.0,7 mg/Kg,2017,50,,2018,,,(dw),,,,Picoxystrobin,AS 0653,"Triticale, hay and/or straw"
0.01,0.01 mg/Kg,2018,51,,2019,,,,,,,Imazalil,AS 0653,"Triticale, hay and/or straw"
0.5,0.5 mg/Kg,2017,50,,2018,,,,,,,Fenpropimorph,AS 0653,"Triticale, hay and/or straw"
15.0,15 mg/Kg,2014,47,,2015,,,,,,,Propiconazole,AS 0653,"Triticale, hay and/or straw"
80.0,80 mg/Kg,2017,50,,2018,,,(dw),,,,Chlormequat,AS 0653,"Triticale, hay and/or straw"
50.0,50 mg/Kg,12,45,,2013,,,,,,,MCPA,AS 0653,"Triticale, hay and/or straw"
40.0,40 mg/Kg,2018,51,,2019,,,(dw),,,,Diquat,AS 0653,"Triticale, hay and/or straw"
50.0,50 mg/Kg,2019,52,,2021,,,(dw),,,,Pydiflumetofen,AS 0653,"Triticale, hay and/or straw"
0.05,0.05 mg/Kg,99,33,,2001,(*),,,,,,Bitertanol,AS 0653,"Triticale, hay and/or straw"
25.0,25 mg/Kg,2019,52,,2021,,,(dw),,,,Metconazole,AS 0653,"Triticale, hay and/or straw"
20.0,20 mg/Kg,2016,49,,2017,,,(dw),,,,Bixafen,AS 0653,"Triticale, hay and/or straw"
0.1,0.1 mg/Kg,4,38,"32,34-37",2006,,,,,,,Oxydemeton-Methyl,AS 0654,"Wheat, hay and/or straw"
0.05,0.05 mg/Kg,94,28,,1997,,,,,,,Aldicarb,AS 0654,"Wheat, hay and/or straw"
15.0,15 mg/Kg,2017,50,,2018,,,(dw),,,,Isopyrazam,AS 0654,"Wheat, hay and/or straw"
0.5,0.5 mg/Kg,2017,50,,2018,,,,,,,Fenpropimorph,AS 0654,"Wheat, hay and/or straw"
1.0,1 mg/Kg,2,36,35,2004,,,,,,,Imidacloprid,AS 0654,"Wheat, hay and/or straw"
20.0,20 mg/Kg,2016,49,,2017,,,(dw),,,,Bixafen,AS 0654,"Wheat, hay and/or straw"
40.0,40 mg/Kg,11,44,,2012,,,,,,,Tebuconazole,AS 0654,"Wheat, hay and/or straw"
3.0,3 mg/Kg,7,40,,2008,,,,,,,Difenoconazole,AS 0654,"Wheat, hay and/or straw"
25.0,25 mg/Kg,2019,52,,2021,,,(dw),,,,Metconazole,AS 0654,"Wheat, hay and/or straw"
7.0,7 mg/Kg,3,37,36,2005,,,,,,,Famoxadone,AS 0654,"Wheat, hay and/or straw"
7.0,7 mg/Kg,2017,50,,2018,,,(dw),,,,Picoxystrobin,AS 0654,"Wheat, hay and/or straw"
10.0,10 mg/Kg,2016,49,,2017,,,,,,,Saflufenacil,AS 0654,"Wheat, hay and/or straw"
3.0,3 mg/Kg,97,31,,1999,,,,,,,Fenbuconazole,AS 0654,"Wheat, hay and/or straw"
7.0,7 mg/Kg,2015,48,,2016,,,(dw),,,,Flumioxazin,AS 0654,"Wheat, hay and/or straw"
25.0,25 mg/Kg,1995,31,28-30,1999,,"C,n,m",,,,,Dithiocarbamates,AS 0654,"Wheat, hay and/or straw"
10.0,10 mg/Kg,2014,47,,2015,,,,(dw),,,Metrafenone,AS 0654,"Wheat, hay and/or straw"
1.0,1 mg/Kg,3,37,36,2005,,,,,,Recommended for withdrawal,Dimethoate,AS 0654,"Wheat, hay and/or straw"
0.05,0.05 mg/Kg,5,38,,2006,,,,,,,Methiocarb,AS 0654,"Wheat, hay and/or straw"
50.0,50 mg/Kg,2019,52,,2021,,,(dw),,,,Pydiflumetofen,AS 0654,"Wheat, hay and/or straw"
100.0,100 mg/Kg,1998,32,,2001,,,,,,,"2,4-D",AS 0654,"Wheat, hay and/or straw"
23.0,23 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,AS 0654,"Wheat, hay and/or straw"
3.0,3 mg/Kg,2016,49,,2017,,,(dw),,,,Pinoxaden,AS 0654,"Wheat, hay and/or straw"
5.0,5 mg/Kg,,,,1991,,,,,,,Methomyl,AS 0654,"Wheat, hay and/or straw"
300.0,300 mg/Kg,5,38,,2006,,,,,,,Glyphosate,AS 0654,"Wheat, hay and/or straw"
0.3,0.3 mg/Kg,2013,46,,2014,,,,,,,Bentazone,AS 0654,"Wheat, hay and/or straw"
80.0,80 mg/Kg,2017,50,,2018,,,(dw),,,,Chlormequat,AS 0654,"Wheat, hay and/or straw"
0.8,0.8 mg/Kg,2017,50,,2018,,,(dw),,,,Bicyclopyrone,AS 0654,"Wheat, hay and/or straw"
2.0,2 mg/Kg,2,36,35,2004,,,,,,,Esfenvalerate,AS 0654,"Wheat, hay and/or straw"
5.0,5 mg/Kg,0,35,34,2003,,,,,,,Chlorpyrifos,AS 0654,"Wheat, hay and/or straw"
50.0,50 mg/Kg,10,43,,2011,,,,,,,Dicamba,AS 0654,"Wheat, hay and/or straw"
15.0,15 mg/Kg,2016,49,,2017,,,(dw),,,,Benzovindiflupyr,AS 0654,"Wheat, hay and/or straw"
30.0,30 mg/Kg,2012,45,,2013,,,,,,,Fluxapyroxad,AS 0654,"Wheat, hay and/or straw"
3.0,3 mg/Kg,2011,45,44,2013,,,,,,,Sulfoxaflor,AS 0654,"Wheat, hay and/or straw"
5.0,5 mg/Kg,6,39,,2007,,,,,,,Thiacloprid,AS 0654,"Wheat, hay and/or straw"
2.0,2 mg/Kg,10,43,,2011,,,,,,Recommended for withdrawal by JMPR (2021),Thiamethoxam,AS 0654,"Wheat, hay and/or straw"
8.0,8 mg/Kg,11,44,,2012,,,,,,,Flutriafol,AS 0654,"Wheat, hay and/or straw"
80.0,80 mg/Kg,2012,46,45,2014,,,(DM),,,,Penthiopyrad,AS 0654,"Wheat, hay and/or straw"
0.05,0.05 mg/Kg,99,33,,2001,(*),,,,,,Bitertanol,AS 0654,"Wheat, hay and/or straw"
0.03,0.03 mg/Kg,98,34,32,2003,,,,,,,Quintozene,AS 0654,"Wheat, hay and/or straw"
15.0,15 mg/Kg,2014,47,,2015,,,,,,,Propiconazole,AS 0654,"Wheat, hay and/or straw"
7.0,7 mg/Kg,2015,48,,2016,,,(dw),,,,Ethephon,AS 0654,"Wheat, hay and/or straw"
0.9,0.9 mg/Kg,2013,46,,2014,,,,dry wt,,,Trinexapac-ethyl,AS 0654,"Wheat, hay and/or straw"
30.0,30 mg/Kg,2,36,35,2004,,,,,,,Carbaryl,AS 0654,"Wheat, hay and/or straw"
0.2,0.2 mg/Kg,10,43,,2011,,"T,c",,dry wt,,Recommended for withdrawal by JMPR (2021),Clothianidin,AS 0654,"Wheat, hay and/or straw"
