mrl,mrl_formatted,jmpr,ccpr,prior_ccpr,cac_year,lod,source_of_res,fat_ph,tev,footnote,footnote_ccpr,step,pesticide,commodity_code,commodity_name
0.8,0.8 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,FM 0183,Milk fats
0.05,0.05 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Pendimethalin,FB 2005,Cane berries (subgroup)
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,VD 0072,Peas (dry)
0.5,0.5 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,VL 0480,"Kale (Collards, curly kale, Scotch kale, thousand-headed kale; not including Marrow-stem kele)"
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,VD 0071,Beans (dry)
4.0,4 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,VL 0483,"Lettuce, leaf"
0.3,0.3 mg/Kg,2016,49,,2017,,,(dw),,,,CXL,Pendimethalin,AL 0061,Bean fodder
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Pendimethalin,PM 0110,Poultry meat
6.0,6 mg/Kg,2019,52,,2021,,,,,,,CXL,Pendimethalin,OR 0738,"Peppermint oil, edible"
0.05,0.05 mg/Kg,2016,49,,2017,,,,,(green pods and immature seeds),,CXL,Pendimethalin,VP 0061,Beans with pods (Phaseolus spp.) immature pods and succulent seeds)
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Pendimethalin,PE 0112,Eggs
2500.0,"2,500 mg/Kg",2016,49,,2017,,,(dw),,,,CXL,Pendimethalin,AS 0162,Hay or fodder (dry) of grasses
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,VP 0064,"Peas, shelled (succulent seeds)"
0.2,0.2 mg/Kg,2016,49,,2017,,,(fat),,,,CXL,Pendimethalin,MM 0095,Meat (from mammals other than marine mammals)
0.05,0.05 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Pendimethalin,FB 2006,Bush berries (subgroup)
0.2,0.2 mg/Kg,2019,52,,2021,,,,,,,CXL,Pendimethalin,HH 0738,Mints
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,VP 0063,Peas (pods and succulent=immature seeds)
0.5,0.5 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,VR 0577,Carrot
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Pendimethalin,PO 0111,"Poultry, edible offal of"
0.3,0.3 mg/Kg,2016,49,,2017,,,,,except kale,,CXL,Pendimethalin,VL 0054,Leaves of Brassicaceae
0.2,0.2 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,MF 0100,Mammalian fats (except milk fats)
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Pendimethalin,VA 0380,"Fennel, bulb"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Pendimethalin,PF 0111,Poultry fats
0.03,0.03 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,FC 0001,Citrus fruits (group)
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Pendimethalin,VA 0381,Garlic
0.09,0.09 mg/Kg,2016,49,,2017,,,,,,,CXL,Pendimethalin,VS 0624,Celery
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,CXL,Sedaxane,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Sedaxane,AL 0061,Bean fodder
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,CXL,Sedaxane,PM 0110,Poultry meat
0.1,0.1 mg/Kg,2014,47,,2015,,,,,,,CXL,Sedaxane,AS 0161,"Straw, fodder (dry) and hay of cereal grains and other grass-like plants"
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,CXL,Sedaxane,ML 0106,Milks
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Sedaxane,VD 0070,Pulses (group)
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,CXL,Sedaxane,PE 0112,Eggs
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Sedaxane,AL 0072,Pea hay or pea fodder (dry)
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,CXL,Sedaxane,SO 0495,Rape seed
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,CXL,Sedaxane,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,CXL,Sedaxane,MF 0100,Mammalian fats (except milk fats)
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Sedaxane,GC 0080,Cereal grains
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Sedaxane,VO 0447,Sweet corn (corn-on-the-cob)
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,CXL,Sedaxane,PF 0111,Poultry fats
0.01,0.01 mg/Kg,12,45,,2013,(*),,(fat),,,,CXL,Sedaxane,MM 0095,Meat (from mammals other than marine mammals)
0.02,0.02 mg/Kg,2014,47,,2015,,,,,,,CXL,Sedaxane,VR 0589,Potato
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,CXL,Sedaxane,FM 0183,Milk fats
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,PE 0112,Eggs
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,AS 0651,"Sorghum straw and fodder, dry"
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,GC 0645,Maize
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,AM 1051,Fodder beet
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,VA 0388,Shallot
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,VO 0447,Sweet corn (corn-on-the-cob)
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,VR 0589,Potato
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,ML 0106,Milks
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,PM 0110,Poultry meat
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,SO 0697,Peanut
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,AL 0697,Peanut fodder
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,VR 0508,Sweet potato
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,AL 0061,Bean fodder
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,VR 0574,Beetroot
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,AS 0645,Maize fodder (dry)
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,GC 0651,Sorghum grain
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,VA 0385,"Onion, bulb"
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,VA 0381,Garlic
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,VD 0541,Soya bean (dry)
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,VD 0071,Beans (dry)
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Dimethenamid-P,VR 0596,Sugar beet
0.05,0.05 mg/Kg,8,41,,2009,(*),,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FT 0305,Table olives
0.05,0.05 mg/Kg,8,41,,2009,(*),,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VO 0447,Sweet corn (corn-on-the-cob)
2.0,2 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),AL 0061,Bean fodder
0.05,0.05 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VA 0384,Leek
0.03,0.03 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VR 0604,Ginseng
0.5,0.5 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FM 0183,Milk fats
0.1,0.1 mg/Kg,11,44,,2012,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),PF 0111,Poultry fats
0.1,0.1 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VR 0596,Sugar beet
1.0,1 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VB 0040,Brassica vegetables (except Brassica leafy vegetables) (group)
0.2,0.2 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FB 0269,Grapes
0.15,0.15 mg/Kg,2019,52,,2021,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),DV 0604,"Ginseng, dried including red ginseng"
0.2,0.2 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VO 0448,Tomato
0.05,0.05 mg/Kg,11,44,,2012,(*),,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),PO 0111,"Poultry, edible offal of"
10.0,10 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),AS 0081,Straw and hay of cereal grains except pseudocereals
0.1,0.1 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VO 0445,"Peppers, sweet (including pimento or pimiento)"
0.5,0.5 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
2.0,2 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FI 0343,Litchi
0.7,0.7 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VP 0060,Legume vegetables (group)
0.05,0.05 mg/Kg,8,41,,2009,(*),,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),SB 0716,Coffee beans
0.07,0.07 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FB 0275,Strawberry
2.0,2 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),AL 0072,Pea hay or pea fodder (dry)
2.0,2 mg/Kg,9,42,,2010,,C,Po,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),GC 0640,Barley
0.03,0.03 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VO 0440,Egg plant
0.05,0.05 mg/Kg,8,41,,2009,(*),,,,The MRL accommodates external animal treatment.,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),MO 0105,Edible offal (mammalian)
0.1,0.1 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VS 0620,"Artichoke, globe"
2.0,2 mg/Kg,9,42,,2010,,C,Po,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),GC 0654,Wheat
2.0,2 mg/Kg,9,42,,2010,,C,Po,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),GC 0650,Rye
0.2,0.2 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FT 0289,Carambola
1.0,1 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FI 0334,Durian
0.5,0.5 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),OC 0305,"Olive oil, virgin"
0.2,0.2 mg/Kg,,37,,2005,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),HS 0193,"Spices, roots and rhizomes"
0.1,0.1 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),SO 0088,Oilseed
0.7,0.7 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VL 0053,Leafy vegetables
0.05,0.05 mg/Kg,8,41,,2009,(*),,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VD 0070,Pulses (group)
0.01,0.01 mg/Kg,8,41,,2009,(*),,,,Except sugar beet,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VR 0075,Root and tuber vegetables (group)
0.3,0.3 mg/Kg,9,42,,2010,,Acz,,,"Except rice barley, oats, rye and wheat.",,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),GC 0080,Cereal grains
0.01,0.01 mg/Kg,8,41,,2009,(*),,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VA 0385,"Onion, bulb"
15.0,15 mg/Kg,11,44,,2012,,C,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),DT 1114,"Tea, green, black (black, fermented and dried)"
0.5,0.5 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VO 0442,Okra
0.2,0.2 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),GS 0659,Sugar cane
0.7,0.7 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FP 0009,Pome fruits (group)
30.0,30 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),AL 1020,Alfalfa fodder
0.07,0.07 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VC 0045,"Fruiting vegetables, cucurbits (group)"
2.0,2 mg/Kg,8,41,,2009,,,(fat),,The MRL accommodates external animal treatment.,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),MM 0095,Meat (from mammals other than marine mammals)
2.0,2 mg/Kg,9,42,,2010,,C,Po,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),GC 0647,Oats
0.7,0.7 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FI 0345,Mango
0.5,0.5 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FI 0350,Papaya
5.0,5 mg/Kg,9,42,,2010,,C,PoP,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),CM 0654,"Wheat bran, unprocessed"
10.0,10 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),HS 0444,"Peppers chili, dried"
3.0,3 mg/Kg,2015,48,,2016,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),HS 0775,Cardamom
0.3,0.3 mg/Kg,11,45,44,2013,,"a,Z",,,(excluding shaddocks or pomelos),,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FC 0001,Citrus fruits (group)
0.01,0.01 mg/Kg,11,44,,2012,(*),,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),PE 0112,Eggs
1.0,1 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FI 0342,Longan
0.5,0.5 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),OR 0305,"Olive oil, refined"
0.4,0.4 mg/Kg,11,44,,2012,,"a,C",,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VS 0621,Asparagus
0.5,0.5 mg/Kg,11,44,,2012,,"a,C,z",,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FC 0005,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)"
2.0,2 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),FS 0012,Stone fruits (group)
2.0,2 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),GC 0649,Rice
0.1,0.1 mg/Kg,11,44,,2012,,,(fat),,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),PM 0110,Poultry meat
0.05,0.05 mg/Kg,8,41,,2009,,,,,The MRL accommodates external animal treatment.,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),ML 0106,Milks
2.0,2 mg/Kg,8,41,,2009,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),VO 0444,Peppers chili
0.06,0.06 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),DM 0604,"Ginseng, extracts"
0.05,0.05 mg/Kg,11,44,,2012,(*),"a,Z",,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),TN 0085,Tree nuts (group)
0.5,0.5 mg/Kg,,43,,2011,,,,,,,CXL,Cypermethrins (including alpha- and zeta- cypermethrin),HS 0191,"Spices, fruits and berries"
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,VP 0064,"Peas, shelled (succulent seeds)"
1.7,1.7 mg/Kg,2018,51,,2019,,,(dw),,,,CXL,Cyantraniliprole,AS 0649,"Rice, hay and/or straw"
0.04,0.04 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,TN 0085,Tree nuts (group)
1.5,1.5 mg/Kg,2018,51,,2019,,,,,,,CXL,Cyantraniliprole,FB 0275,Strawberry
0.3,0.3 mg/Kg,2018,51,,2019,,,,,,,CXL,Cyantraniliprole,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.05,0.05 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,VA 0381,Garlic
8.0,8 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,VA 0387,"Onion, Welsh"
0.7,0.7 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,FC 0001,Citrus fruits (group)
0.02,0.02 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,PM 0110,Poultry meat
0.01,0.01 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Cyantraniliprole,FI 0355,Pomegranate
40.0,40 mg/Kg,2015,48,,2016,,,(DM),,,(DM) = dry matter,CXL,Cyantraniliprole,AL 0061,Bean fodder
4.0,4 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,FB 2006,Bush berries (subgroup)
0.8,0.8 mg/Kg,2013,46,,2014,,,,dry wt,,,CXL,Cyantraniliprole,AL 0157,Legume animal feeds
0.01,0.01 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Cyantraniliprole,GC 0645,Maize
0.02,0.02 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,AM 0506,Turnip fodder
0.2,0.2 mg/Kg,2013,46,,2014,,,,dry wt,,,CXL,Cyantraniliprole,AS 0161,"Straw, fodder (dry) and hay of cereal grains and other grass-like plants"
0.15,0.15 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2013,46,,2014,,,,,(except potato),,CXL,Cyantraniliprole,VR 0075,Root and tuber vegetables (group)
8.0,8 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,VA 0389,Spring onion
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,VD 0071,Beans (dry)
0.5,0.5 mg/Kg,2013,46,,2014,,,,,(except mushrooms & sweet corn),,CXL,Cyantraniliprole,VO 0050,"Fruiting vegetables, other than cucurbits (group)"
5.0,5 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,HS 0444,"Peppers chili, dried"
20.0,20 mg/Kg,2013,46,,2014,,,,,"(except Lettuce, Head)",,CXL,Cyantraniliprole,VL 0053,Leafy vegetables
5.0,5 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,VL 0482,"Lettuce, head"
2.0,2 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,VP 0063,Peas (pods and succulent=immature seeds)
0.8,0.8 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,FP 0009,Pome fruits (group)
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Cyantraniliprole,CM 0649,"Rice, husked"
0.02,0.02 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,AM 1051,Fodder beet
0.8,0.8 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,DF 0014,Prunes
0.04,0.04 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,PF 0111,Poultry fats
80.0,80 mg/Kg,2015,48,,2016,,,(DM),,,,CXL,Cyantraniliprole,AL 0541,Soya bean fodder
6.0,6 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,FS 0013,Cherries (subgroup)
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,CXL,Cyantraniliprole,CM 1205,"Rice, polished"
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,VP 0541,Soya bean (immature seeds)
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,VP 0062,"Beans, shelled"
0.5,0.5 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,FS 0014,Plums (including fresh prunes) (subgroup)
15.0,15 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,VS 0624,Celery
0.05,0.05 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,SB 0716,Coffee beans
0.7,0.7 mg/Kg,2018,51,,2019,,,,,,,CXL,Cyantraniliprole,FI 0345,Mango
1.5,1.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,MO 0105,Edible offal (mammalian)
1.5,1.5 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,FS 0247,Peach
2.0,2 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,VB 0040,Brassica vegetables (except Brassica leafy vegetables) (group)
0.05,0.05 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,VA 0385,"Onion, bulb"
0.2,0.2 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,MM 0095,Meat (from mammals other than marine mammals)
0.15,0.15 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,PE 0112,Eggs
0.5,0.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,MF 0100,Mammalian fats (except milk fats)
0.05,0.05 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,VA 0388,Shallot
0.4,0.4 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,VD 0541,Soya bean (dry)
0.08,0.08 mg/Kg,2018,51,,2019,,,,,,,CXL,Cyantraniliprole,FB 0265,Cranberry
1.5,1.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,SO 0691,Cotton seed
0.05,0.05 mg/Kg,2013,46,,2014,,,,,,,CXL,Cyantraniliprole,VR 0589,Potato
1.5,1.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,VP 0526,Common bean (pods and/or immature seeds)
0.5,0.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,SO 0702,Sunflower seed
4.5,4.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,OR 0001,"Citrus oil, edible"
0.8,0.8 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,SO 0495,Rape seed
60.0,60 mg/Kg,2015,48,,2016,,,(DM),,,,CXL,Cyantraniliprole,AL 0072,Pea hay or pea fodder (dry)
0.6,0.6 mg/Kg,2015,48,,2016,,,,,,,CXL,Cyantraniliprole,ML 0106,Milks
1.0,1 mg/Kg,2018,51,,2019,,,,,,,CXL,Cyantraniliprole,FB 1236,Wine-grapes
0.2,0.2 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,SO 0697,Peanut
0.07,0.07 mg/Kg,2014,47,,2015,,,,,,,CXL,Fluopyram,VA 0381,Garlic
17.0,17 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,AS 0649,"Rice, hay and/or straw"
0.9,0.9 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,GC 0654,Wheat
30.0,30 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,HS 0444,"Peppers chili, dried"
0.8,0.8 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluopyram,FI 0327,Banana
0.7,0.7 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,VD 2066,Dry peas (subgroup)
2.0,2 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,AS 0640,"Barley, hay and/or straw"
0.3,0.3 mg/Kg,2014,47,,2015,,,,,,,CXL,Fluopyram,VB 0400,Broccoli
0.5,0.5 mg/Kg,2018,51,,2019,,,,,,,CXL,Fluopyram,VO 2045,Tomatoes (subgroup)
100.0,100 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,AL 0072,Pea hay or pea fodder (dry)
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,,CXL,Fluopyram,GC 0447,Sweet corn (corn on the cob) (kernels plus cob with husk removed)
5.0,5 mg/Kg,2010,43,,2011,,,,,,,CXL,Fluopyram,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
2.0,2 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,VA 0387,"Onion, Welsh"
0.15,0.15 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,VR 0589,Potato
1.0,1 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,FI 0345,Mango
1.5,1.5 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,MM 0095,Meat (from mammals other than marine mammals)
15.0,15 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,VA 0389,Spring onion
0.07,0.07 mg/Kg,2014,47,,2015,,,,,,,CXL,Fluopyram,VA 0385,"Onion, bulb"
5.0,5 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,PO 0111,"Poultry, edible offal of"
70.0,70 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,HH 0722,"Basil, leaves"
0.5,0.5 mg/Kg,2018,51,,2019,,,,,,,CXL,Fluopyram,CM 1205,"Rice, polished"
0.15,0.15 mg/Kg,2014,47,,2015,,,,,,,CXL,Fluopyram,VB 0041,"Cabbages, head"
3.0,3 mg/Kg,2017,50,,2018,,,,,"(except martynia, okra, roselle)",,CXL,Fluopyram,VO 0051,Peppers (subgroup)
0.6,0.6 mg/Kg,2017,50,,2018,,,,,,,CXL,Fluopyram,FC 0003,Mandarins (including mandarin-like hybrids) (subgroup)
0.5,0.5 mg/Kg,2010,43,,2011,,,,,,,CXL,Fluopyram,VC 0424,Cucumber
